ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Morpheme_Index
Bela-5_cloud-1-1,Bela-5_cloud-1,tsạm³,005a,false,expert,Mann1998,,,,7
Lashi-5_cloud-1-1,Lashi-5_cloud-1,dʒɛ⁵³,005a,false,expert,Mann1998,,,,7
Maru-5_cloud-1-1,Maru-5_cloud-1,dʒạm³¹,005a,false,expert,Mann1998,,,,7
WrittenBurmese-5_cloud-1-1,WrittenBurmese-5_cloud-1,tim,005a,false,expert,Mann1998,,,,7
Zaiwa-5_cloud-1-1,Zaiwa-5_cloud-1,dum⁴²,005a,false,expert,Mann1998,,,,7
Lashi-6_mist-1-1,Lashi-6_mist-1,ŋãɪ³,006a,false,expert,Mann1998,,,,8
Maru-6_mist-1-1,Maru-6_mist-1,ŋɪn⁴² tʃʰe⁴³,006a,false,expert,Mann1998,,,,8
Maru-6_mist-1-2,Maru-6_mist-1,ŋɪn⁴² tʃʰe⁴³,006b,false,expert,Mann1998,,,,9
WrittenBurmese-6_mist-1-1,WrittenBurmese-6_mist-1,hnaŋ:,006a,false,expert,Mann1998,,,,8
Zaiwa-6_mist-1-1,Zaiwa-6_mist-1,ŋạn⁵³,006a,false,expert,Mann1998,,,,8
Achang-6_mist-1-1,Achang-6_mist-1,dʒue⁴⁵,006b,false,expert,Mann1998,,,,9
Lashi-7_rain-1-1,Lashi-7_rain-1,wɔ⁵¹,007a,false,expert,Mann1998,,,,10
Phon-7_rain-1-1,Phon-7_rain-1,waɂ⁵⁵,007a,false,expert,Mann1998,,,,10
WrittenBurmese-7_rain-1-1,WrittenBurmese-7_rain-1,rwa,007a,false,expert,Mann1998,,,,10
Achang-8_rainbow-1-1,Achang-8_rainbow-1,sai³⁵ jaŋ⁵³ kan²,008a,false,expert,Mann1998,,,,11
Achang-8_rainbow-1-2,Achang-8_rainbow-1,sai³⁵ jaŋ⁵³ kan²,008b,false,expert,Mann1998,,,,12
Achang-8_rainbow-1-3,Achang-8_rainbow-1,sai³⁵ jaŋ⁵³ kan²,008c,false,expert,Mann1998,,,,13
Lashi-8_rainbow-1-1,Lashi-8_rainbow-1,səŋ⁴³ jɔɂ³¹,008a,false,expert,Mann1998,,,,11
Lashi-8_rainbow-1-2,Lashi-8_rainbow-1,səŋ⁴³ jɔɂ³¹,008b,false,expert,Mann1998,,,,12
Maru-8_rainbow-1-1,Maru-8_rainbow-1,saŋk⁵³ ja⁴¹ gen⁴,008a,false,expert,Mann1998,,,,11
Maru-8_rainbow-1-2,Maru-8_rainbow-1,saŋk⁵³ ja⁴¹ gen⁴,008b,false,expert,Mann1998,,,,12
Maru-8_rainbow-1-3,Maru-8_rainbow-1,saŋk⁵³ ja⁴¹ gen⁴,008c,false,expert,Mann1998,,,,13
Phon-8_rainbow-1-1,Phon-8_rainbow-1,sə jʊŋ,008a,false,expert,Mann1998,,,,11
Phon-8_rainbow-1-2,Phon-8_rainbow-1,sə jʊŋ,008b,false,expert,Mann1998,,,,12
WrittenBurmese-8_rainbow-1-1,WrittenBurmese-8_rainbow-1,sak,008a,false,expert,Mann1998,,,,11
Zaiwa-8_rainbow-1-1,Zaiwa-8_rainbow-1,βʷɔɂ³² gan²,008b,false,expert,Mann1998,,,,12
Zaiwa-8_rainbow-1-2,Zaiwa-8_rainbow-1,βʷɔɂ³² gan²,008c,false,expert,Mann1998,,,,13
Lashi-9_lightning-1-1,Lashi-9_lightning-1,læ̣p⁵³,009a,false,expert,Mann1998,,,,14
WrittenBurmese-9_lightning-1-1,WrittenBurmese-9_lightning-1,hljap,009a,false,expert,Mann1998,,,,14
Zaiwa-9_lightning-1-1,Zaiwa-9_lightning-1,lạp⁴,009a,false,expert,Mann1998,,,,14
Lashi-10_thunder-1-1,Lashi-10_thunder-1,guɛm³,010a,false,expert,Mann1998,,,,15
WrittenBurmese-10_thunder-1-1,WrittenBurmese-10_thunder-1,krui:,010a,false,expert,Mann1998,,,,15
Zaiwa-10_thunder-1-1,Zaiwa-10_thunder-1,gum⁵³,010a,false,expert,Mann1998,,,,15
Achang-11_shadow-1-1,Achang-11_shadow-1,jæt²¹,011a,false,expert,Mann1998,,,,16
Lashi-11_shadow-1-1,Lashi-11_shadow-1,jø̣p³ paŋ⁵³,011a,false,expert,Mann1998,,,,16
Lashi-11_shadow-1-2,Lashi-11_shadow-1,jø̣p³ paŋ⁵³,011b,false,expert,Mann1998,,,,17
WrittenBurmese-11_shadow-1-1,WrittenBurmese-11_shadow-1,rip,011a,false,expert,Mann1998,,,,16
Zaiwa-11_shadow-1-1,Zaiwa-11_shadow-1,vʊp³,011a,false,expert,Mann1998,,,,16
Maru-11_shadow-1-1,Maru-11_shadow-1,baɂ²¹,011b,false,expert,Mann1998,,,,17
Achang-12_night-1-1,Achang-12_night-1,njɛn³⁵,012a,false,expert,Mann1998,,,,18
Bela-12_night-1-1,Bela-12_night-1,mjan²³,012a,false,expert,Mann1998,,,,18
Lashi-12_night-1-1,Lashi-12_night-1,mjēŋ⁵,012a,false,expert,Mann1998,,,,18
Maru-12_night-1-1,Maru-12_night-1,mị⁵,012a,false,expert,Mann1998,,,,18
Phon-12_night-1-1,Phon-12_night-1,meɪ³¹,012a,false,expert,Mann1998,,,,18
WrittenBurmese-12_night-1-1,WrittenBurmese-12_night-1,ɲaɲˀ,012a,false,expert,Mann1998,,,,18
Zaiwa-12_night-1-1,Zaiwa-12_night-1,mjɪn³⁴,012a,false,expert,Mann1998,,,,18
Achang-13_day-1-1,Achang-13_day-1,njei⁴⁵,013a,false,expert,Mann1998,,,,19
Bela-13_day-1-1,Bela-13_day-1,neɂ⁵²,013a,false,expert,Mann1998,,,,19
Lashi-13_day-1-1,Lashi-13_day-1,njē⁵,013a,false,expert,Mann1998,,,,19
Maru-13_day-1-1,Maru-13_day-1,na³¹,013a,false,expert,Mann1998,,,,19
Phon-13_day-1-1,Phon-13_day-1,ni³¹,013a,false,expert,Mann1998,,,,19
WrittenBurmese-13_day-1-1,WrittenBurmese-13_day-1,neˀ,013a,false,expert,Mann1998,,,,19
Zaiwa-13_day-1-1,Zaiwa-13_day-1,ni⁴⁵,013a,false,expert,Mann1998,,,,19
Achang-14_morning-1-1,Achang-14_morning-1,nap³,014a,false,expert,Mann1998,,,,20
Bela-14_morning-1-1,Bela-14_morning-1,ne²³ kaŋ³,014a,false,expert,Mann1998,,,,20
Bela-14_morning-1-2,Bela-14_morning-1,ne²³ kaŋ³,014b,false,expert,Mann1998,,,,21
Lashi-14_morning-1-1,Lashi-14_morning-1,næp³² gjot⁵²,014a,false,expert,Mann1998,,,,20
Lashi-14_morning-1-2,Lashi-14_morning-1,næp³² gjot⁵²,014b,false,expert,Mann1998,,,,21
Maru-14_morning-1-1,Maru-14_morning-1,nɛɂ³² ga³¹,014a,false,expert,Mann1998,,,,20
Maru-14_morning-1-2,Maru-14_morning-1,nɛɂ³² ga³¹,014b,false,expert,Mann1998,,,,21
WrittenBurmese-14_morning-1-1,WrittenBurmese-14_morning-1,nak,014a,false,expert,Mann1998,,,,20
Zaiwa-14_morning-1-1,Zaiwa-14_morning-1,nap³ gjɔ⁴,014a,false,expert,Mann1998,,,,20
Zaiwa-14_morning-1-2,Zaiwa-14_morning-1,nap³ gjɔ⁴,014b,false,expert,Mann1998,,,,21
Achang-15_noon-1-1,Achang-15_noon-1,kuŋ⁵¹,015a,false,expert,Mann1998,,,,22
Bela-15_noon-1-1,Bela-15_noon-1,kạ̄⁵²,015a,false,expert,Mann1998,,,,22
Lashi-15_noon-1-1,Lashi-15_noon-1,goŋ⁵¹,015a,false,expert,Mann1998,,,,22
Maru-15_noon-1-1,Maru-15_noon-1,gau³¹,015a,false,expert,Mann1998,,,,22
Zaiwa-15_noon-1-1,Zaiwa-15_noon-1,guŋ⁵³,015a,false,expert,Mann1998,,,,22
Bela-16_yesterday-1-1,Bela-16_yesterday-1,jə²³ ɂaŋ³,016a,false,expert,Mann1998,,,,23
Bela-16_yesterday-1-2,Bela-16_yesterday-1,jə²³ ɂaŋ³,016b,false,expert,Mann1998,,,,24
Lashi-16_yesterday-1-1,Lashi-16_yesterday-1,jɪn⁵³ ɂai²⁵,016a,false,expert,Mann1998,,,,23
Lashi-16_yesterday-1-2,Lashi-16_yesterday-1,jɪn⁵³ ɂai²⁵,016b,false,expert,Mann1998,,,,24
Maru-16_yesterday-1-1,Maru-16_yesterday-1,jɛɂ²³ ɂa³²,016a,false,expert,Mann1998,,,,23
Maru-16_yesterday-1-2,Maru-16_yesterday-1,jɛɂ²³ ɂa³²,016b,false,expert,Mann1998,,,,24
WrittenBurmese-16_yesterday-1-1,WrittenBurmese-16_yesterday-1,ja,016a,false,expert,Mann1998,,,,23
Zaiwa-16_yesterday-1-1,Zaiwa-16_yesterday-1,ɂə³,016b,false,expert,Mann1998,,,,24
Achang-17_tomorrow-1-1,Achang-17_tomorrow-1,jɔ³¹,017a,false,expert,Mann1998,,,,25
Lashi-17_tomorrow-1-1,Lashi-17_tomorrow-1,jɔ⁴²,017a,false,expert,Mann1998,,,,25
Bela-17_tomorrow-1-1,Bela-17_tomorrow-1,ma²³,017b,false,expert,Mann1998,,,,26
Maru-17_tomorrow-1-1,Maru-17_tomorrow-1,mɔ³⁵,017b,false,expert,Mann1998,,,,26
Zaiwa-17_tomorrow-1-1,Zaiwa-17_tomorrow-1,ma³,017b,false,expert,Mann1998,,,,26
Achang-18_year-1-1,Achang-18_year-1,dzan⁴²,018a,false,expert,Mann1998,,,,27
Lashi-18_year-1-1,Lashi-18_year-1,tsain⁴,018a,false,expert,Mann1998,,,,27
Maru-18_year-1-1,Maru-18_year-1,dzɪn³¹,018a,false,expert,Mann1998,,,,27
Zaiwa-18_year-1-1,Zaiwa-18_year-1,dzan⁵¹,018a,false,expert,Mann1998,,,,27
Achang-19_east-1-1,Achang-19_east-1,bui⁴² tʰuɂ⁵⁴,019a,false,expert,Mann1998,,,,28
Achang-19_east-1-2,Achang-19_east-1,bui⁴² tʰuɂ⁵⁴,019b,false,expert,Mann1998,,,,29
Bela-19_east-1-1,Bela-19_east-1,pui³ tʰau⁵²,019a,false,expert,Mann1998,,,,28
Bela-19_east-1-2,Bela-19_east-1,pui³ tʰau⁵²,019b,false,expert,Mann1998,,,,29
Lashi-19_east-1-1,Lashi-19_east-1,bø⁵³ tʰuɂ⁵²,019a,false,expert,Mann1998,,,,28
Lashi-19_east-1-2,Lashi-19_east-1,bø⁵³ tʰuɂ⁵²,019b,false,expert,Mann1998,,,,29
Maru-19_east-1-1,Maru-19_east-1,ba³¹ tʰuk⁵,019a,false,expert,Mann1998,,,,28
Maru-19_east-1-2,Maru-19_east-1,ba³¹ tʰuk⁵,019b,false,expert,Mann1998,,,,29
Zaiwa-19_east-1-1,Zaiwa-19_east-1,ba³¹ tʰɔɂ⁵,019a,false,expert,Mann1998,,,,28
Zaiwa-19_east-1-2,Zaiwa-19_east-1,ba³¹ tʰɔɂ⁵,019b,false,expert,Mann1998,,,,29
Achang-20_west-1-1,Achang-20_west-1,waŋ³¹,020a,false,expert,Mann1998,,,,30
Bela-20_west-1-1,Bela-20_west-1,wãŋ³,020a,false,expert,Mann1998,,,,30
Lashi-20_west-1-1,Lashi-20_west-1,waŋ³¹,020a,false,expert,Mann1998,,,,30
Maru-20_west-1-1,Maru-20_west-1,wa³²,020a,false,expert,Mann1998,,,,30
Zaiwa-20_west-1-1,Zaiwa-20_west-1,waŋ³¹,020a,false,expert,Mann1998,,,,30
Achang-21_north-1-1,Achang-21_north-1,dzọŋ³²,021a,false,expert,Mann1998,,,,31
Bela-21_north-1-1,Bela-21_north-1,tsaŋ³,021a,false,expert,Mann1998,,,,31
Lashi-21_north-1-1,Lashi-21_north-1,tsọŋ³²,021a,false,expert,Mann1998,,,,31
Achang-22_south-1-1,Achang-22_south-1,tị³²,022a,false,expert,Mann1998,,,,32
Bela-22_south-1-1,Bela-22_south-1,pi³,022a,false,expert,Mann1998,,,,32
Lashi-22_south-1-1,Lashi-22_south-1,bi³²,022a,false,expert,Mann1998,,,,32
Achang-23_water-1-1,Achang-23_water-1,dʒei⁴²,023a,false,expert,Mann1998,,,,33
Phon-23_water-1-1,Phon-23_water-1,cʰi⁵⁵,023a,false,expert,Mann1998,,,,33
WrittenBurmese-23_water-1-1,WrittenBurmese-23_water-1,re,023a,false,expert,Mann1998,,,,33
Bela-23_water-1-1,Bela-23_water-1,ɣi³,023b,false,expert,Mann1998,,,,34
Lashi-23_water-1-1,Lashi-23_water-1,ge⁵¹,023b,false,expert,Mann1998,,,,34
Maru-23_water-1-1,Maru-23_water-1,ɣit⁴,023b,false,expert,Mann1998,,,,34
Zaiwa-23_water-1-1,Zaiwa-23_water-1,ɂʊ̣t⁵,023b,false,expert,Mann1998,,,,34
Achang-24_river-1-1,Achang-24_river-1,laŋ³²,024a,false,expert,Mann1998,,,,35
Bela-24_river-1-1,Bela-24_river-1,laŋ⁵²,024a,false,expert,Mann1998,,,,35
Lashi-24_river-1-1,Lashi-24_river-1,lạŋ³¹,024a,false,expert,Mann1998,,,,35
WrittenBurmese-24_river-1-1,WrittenBurmese-24_river-1,kʰyauŋ:,024a,false,expert,Mann1998,,,,35
Zaiwa-24_river-1-1,Zaiwa-24_river-1,laŋ³¹,024a,false,expert,Mann1998,,,,35
Lashi-25_sea-1-1,Lashi-25_sea-1,baŋ²³ lai³²,025a,false,expert,Mann1998,,,,36
Lashi-25_sea-1-2,Lashi-25_sea-1,baŋ²³ lai³²,025b,false,expert,Mann1998,,,,37
Maru-25_sea-1-1,Maru-25_sea-1,baŋ³ lai³²,025a,false,expert,Mann1998,,,,36
Maru-25_sea-1-2,Maru-25_sea-1,baŋ³ lai³²,025b,false,expert,Mann1998,,,,37
WrittenBurmese-25_sea-1-1,WrittenBurmese-25_sea-1,paŋ lai,025a,false,expert,Mann1998,,,,36
WrittenBurmese-25_sea-1-2,WrittenBurmese-25_sea-1,paŋ lai,025b,false,expert,Mann1998,,,,37
Zaiwa-25_sea-1-1,Zaiwa-25_sea-1,baŋ³ lai³¹,025a,false,expert,Mann1998,,,,36
Zaiwa-25_sea-1-2,Zaiwa-25_sea-1,baŋ³ lai³¹,025b,false,expert,Mann1998,,,,37
Achang-26_earthorsoil-1-1,Achang-26_earthorsoil-1,dzɔ⁴⁵,026a,false,expert,Mann1998,,,,38
Bela-26_earthorsoil-1-1,Bela-26_earthorsoil-1,tsai²³ mi³,026a,false,expert,Mann1998,,,,38
Bela-26_earthorsoil-1-2,Bela-26_earthorsoil-1,tsai²³ mi³,026b,false,expert,Mann1998,,,,39
Lashi-26_earthorsoil-1-1,Lashi-26_earthorsoil-1,dʒoŋ⁵¹ mjẹ⁵³,026a,false,expert,Mann1998,,,,38
Lashi-26_earthorsoil-1-2,Lashi-26_earthorsoil-1,dʒoŋ⁵¹ mjẹ⁵³,026b,false,expert,Mann1998,,,,39
WrittenBurmese-26_earthorsoil-1-1,WrittenBurmese-26_earthorsoil-1,cʰi mre,026a,false,expert,Mann1998,,,,38
WrittenBurmese-26_earthorsoil-1-2,WrittenBurmese-26_earthorsoil-1,cʰi mre,026b,false,expert,Mann1998,,,,39
Zaiwa-26_earthorsoil-1-1,Zaiwa-26_earthorsoil-1,dzɛ³¹ mit⁵,026a,false,expert,Mann1998,,,,38
Zaiwa-26_earthorsoil-1-2,Zaiwa-26_earthorsoil-1,dzɛ³¹ mit⁵,026b,false,expert,Mann1998,,,,39
Maru-26_earthorsoil-1-1,Maru-26_earthorsoil-1,miɂ³,026b,false,expert,Mann1998,,,,39
Phon-26_earthorsoil-1-1,Phon-26_earthorsoil-1,mji⁵⁵,026b,false,expert,Mann1998,,,,39
Achang-27_mud-1-1,Achang-27_mud-1,tʰɔm⁵ bɔp⁴³,027a,false,expert,Mann1998,,,,40
Achang-27_mud-1-2,Achang-27_mud-1,tʰɔm⁵ bɔp⁴³,027b,false,expert,Mann1998,,,,41
Lashi-27_mud-1-1,Lashi-27_mud-1,tʰøm⁵ bøp²¹,027a,false,expert,Mann1998,,,,40
Lashi-27_mud-1-2,Lashi-27_mud-1,tʰøm⁵ bøp²¹,027b,false,expert,Mann1998,,,,41
Maru-27_mud-1-1,Maru-27_mud-1,tʰam³² bap³²,027a,false,expert,Mann1998,,,,40
Maru-27_mud-1-2,Maru-27_mud-1,tʰam³² bap³²,027b,false,expert,Mann1998,,,,41
WrittenBurmese-27_mud-1-1,WrittenBurmese-27_mud-1,hrwamˀ,027a,false,expert,Mann1998,,,,40
Zaiwa-27_mud-1-1,Zaiwa-27_mud-1,bɔ³,027b,false,expert,Mann1998,,,,41
Achang-28_dust-1-1,Achang-28_dust-1,pʰə⁵ lạụ⁵¹,028a,false,expert,Mann1998,,,,42
Achang-28_dust-1-2,Achang-28_dust-1,pʰə⁵ lạụ⁵¹,028b,false,expert,Mann1998,,,,43
Lashi-28_dust-1-1,Lashi-28_dust-1,pʰə⁵ lau⁵¹,028a,false,expert,Mann1998,,,,42
Lashi-28_dust-1-2,Lashi-28_dust-1,pʰə⁵ lau⁵¹,028b,false,expert,Mann1998,,,,43
Maru-28_dust-1-1,Maru-28_dust-1,bət³,028a,false,expert,Mann1998,,,,42
WrittenBurmese-28_dust-1-1,WrittenBurmese-28_dust-1,pʰut,028a,false,expert,Mann1998,,,,42
Zaiwa-28_dust-1-1,Zaiwa-28_dust-1,pʰui² lau⁵³,028a,false,expert,Mann1998,,,,42
Zaiwa-28_dust-1-2,Zaiwa-28_dust-1,pʰui² lau⁵³,028b,false,expert,Mann1998,,,,43
Achang-29_stone-1-1,Achang-29_stone-1,luk³,029a,false,expert,Mann1998,,,,44
Bela-29_stone-1-1,Bela-29_stone-1,lauɂ²³,029a,false,expert,Mann1998,,,,44
Lashi-29_stone-1-1,Lashi-29_stone-1,lok³,029a,false,expert,Mann1998,,,,44
Maru-29_stone-1-1,Maru-29_stone-1,lau⁴³,029a,false,expert,Mann1998,,,,44
Phon-29_stone-1-1,Phon-29_stone-1,loɂ³¹,029a,false,expert,Mann1998,,,,44
WrittenBurmese-29_stone-1-1,WrittenBurmese-29_stone-1,klauk,029a,false,expert,Mann1998,,,,44
Zaiwa-29_stone-1-1,Zaiwa-29_stone-1,luɂ³,029a,false,expert,Mann1998,,,,44
Achang-30_sand-1-1,Achang-30_sand-1,si⁵ ʃɔ³¹,030a,false,expert,Mann1998,,,,45
Achang-30_sand-1-2,Achang-30_sand-1,si⁵ ʃɔ³¹,030b,false,expert,Mann1998,,,,46
WrittenBurmese-30_sand-1-1,WrittenBurmese-30_sand-1,sai:,030a,false,expert,Mann1998,,,,45
Zaiwa-30_sand-1-1,Zaiwa-30_sand-1,su³⁵ mui⁵²,030a,false,expert,Mann1998,,,,45
Zaiwa-30_sand-1-2,Zaiwa-30_sand-1,su³⁵ mui⁵²,030c,false,expert,Mann1998,,,,47
Bela-30_sand-1-1,Bela-30_sand-1,ʃa³,030b,false,expert,Mann1998,,,,46
Lashi-30_sand-1-1,Lashi-30_sand-1,tʃʰo³¹ mjẹ⁴³,030b,false,expert,Mann1998,,,,46
Lashi-30_sand-1-2,Lashi-30_sand-1,tʃʰo³¹ mjẹ⁴³,030c,false,expert,Mann1998,,,,47
Maru-30_sand-1-1,Maru-30_sand-1,tʃʰö³¹ ma³²,030b,false,expert,Mann1998,,,,46
Maru-30_sand-1-2,Maru-30_sand-1,tʃʰö³¹ ma³²,030c,false,expert,Mann1998,,,,47
Phon-30_sand-1-1,Phon-30_sand-1,ʃe mu,030b,false,expert,Mann1998,,,,46
Phon-30_sand-1-2,Phon-30_sand-1,ʃe mu,030c,false,expert,Mann1998,,,,47
Achang-31_limebetel-1-1,Achang-31_limebetel-1,ʃə⁴³ hui⁵,031a,false,expert,Mann1998,,,,48
Achang-31_limebetel-1-2,Achang-31_limebetel-1,ʃə⁴³ hui⁵,031b,false,expert,Mann1998,,,,49
Lashi-31_limebetel-1-1,Lashi-31_limebetel-1,ʃo⁵³ hẹi⁴²,031a,false,expert,Mann1998,,,,48
Lashi-31_limebetel-1-2,Lashi-31_limebetel-1,ʃo⁵³ hẹi⁴²,031b,false,expert,Mann1998,,,,49
WrittenBurmese-31_limebetel-1-1,WrittenBurmese-31_limebetel-1,tʰumˀ,031a,false,expert,Mann1998,,,,48
Zaiwa-31_limebetel-1-1,Zaiwa-31_limebetel-1,tʃʰɔ³² hui³,031a,false,expert,Mann1998,,,,48
Zaiwa-31_limebetel-1-2,Zaiwa-31_limebetel-1,tʃʰɔ³² hui³,031b,false,expert,Mann1998,,,,49
Achang-32_gold-1-1,Achang-32_gold-1,xjen³,032a,false,expert,Mann1998,,,,50
Bela-32_gold-1-1,Bela-32_gold-1,xaŋ³,032a,false,expert,Mann1998,,,,50
Lashi-32_gold-1-1,Lashi-32_gold-1,ʃəŋ⁵²,032a,false,expert,Mann1998,,,,50
Maru-32_gold-1-1,Maru-32_gold-1,xaŋ⁴²,032a,false,expert,Mann1998,,,,50
Phon-32_gold-1-1,Phon-32_gold-1,ʃaiŋ⁵⁵,032a,false,expert,Mann1998,,,,50
WrittenBurmese-32_gold-1-1,WrittenBurmese-32_gold-1,hrwe,032a,false,expert,Mann1998,,,,50
Zaiwa-32_gold-1-1,Zaiwa-32_gold-1,hɯŋ⁵³,032a,false,expert,Mann1998,,,,50
Achang-33_silver-1-1,Achang-33_silver-1,ŋui⁴²,033a,false,expert,Mann1998,,,,51
Bela-33_silver-1-1,Bela-33_silver-1,nui³,033a,false,expert,Mann1998,,,,51
Lashi-33_silver-1-1,Lashi-33_silver-1,ŋ⁵²,033a,false,expert,Mann1998,,,,51
Maru-33_silver-1-1,Maru-33_silver-1,ŋoi⁴²,033a,false,expert,Mann1998,,,,51
WrittenBurmese-33_silver-1-1,WrittenBurmese-33_silver-1,ŋwe,033a,false,expert,Mann1998,,,,51
Zaiwa-33_silver-1-1,Zaiwa-33_silver-1,ŋun³¹,033a,false,expert,Mann1998,,,,51
Achang-34_iron-1-1,Achang-34_iron-1,tʰjɛɂ⁴²,034a,false,expert,Mann1998,,,,52
Bela-34_iron-1-1,Bela-34_iron-1,tạɂ⁵²,034a,false,expert,Mann1998,,,,52
Lashi-34_iron-1-1,Lashi-34_iron-1,dɔɂ⁵² dʒɔɂ³,034a,false,expert,Mann1998,,,,52
Lashi-34_iron-1-2,Lashi-34_iron-1,dɔɂ⁵² dʒɔɂ³,034b,false,expert,Mann1998,,,,53
Maru-34_iron-1-1,Maru-34_iron-1,tọɂ⁵⁴ dʒoɂ³²,034a,false,expert,Mann1998,,,,52
Maru-34_iron-1-2,Maru-34_iron-1,tọɂ⁵⁴ dʒoɂ³²,034b,false,expert,Mann1998,,,,53
Zaiwa-34_iron-1-1,Zaiwa-34_iron-1,dɔɂ⁵ ʃam⁵⁴,034a,false,expert,Mann1998,,,,52
Zaiwa-34_iron-1-2,Zaiwa-34_iron-1,dɔɂ⁵ ʃam⁵⁴,034c,false,expert,Mann1998,,,,54
Phon-34_iron-1-1,Phon-34_iron-1,se⁵⁵,034c,false,expert,Mann1998,,,,54
WrittenBurmese-34_iron-1-1,WrittenBurmese-34_iron-1,sam,034c,false,expert,Mann1998,,,,54
Achang-35_mountain-1-1,Achang-35_mountain-1,buɔm³¹,035a,false,expert,Mann1998,,,,55
Bela-35_mountain-1-1,Bela-35_mountain-1,pam²³,035a,false,expert,Mann1998,,,,55
Lashi-35_mountain-1-1,Lashi-35_mountain-1,bɛm⁵¹,035a,false,expert,Mann1998,,,,55
Maru-35_mountain-1-1,Maru-35_mountain-1,bam³¹,035a,false,expert,Mann1998,,,,55
